Sr No,Project Name,Promoter Name,Address,Project Type,Email,Phone,Approval ID,City,Start Date,End Date,Remarks
1380,SANIDHYA PARAM,AATMIYA ENTERPRISE,MANJAR BUNGLOWS B/h OM Tower satellite ahmedabad NEAR STAR INDIA BAZAAR SATELLITE Ahmedabad 380015,Residential/Group Housing,sachinparmar13@gmail.com,9825012392,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA04757/EX2/101019,Ahmedabad,28-01-2019,03-06-2019,31-05-2020
1381,DEVKRUPA GLORY,SHREEJI DEVELOPERS,"SHREEJI DEVELOPERS SURVEY NO 56/2/3 VINZOL, NEAR HATHIJAN CIRCLE, SP RING ROAD, Ahmedabad 382445",Residential/Group Housing,devkrupagreensex@gmail.com,9825048091,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02084/EX1/180122,Ahmedabad,20-03-2018,30-10-2021,30-10-2022
1382,Rameshwar Estate,Rameshwar Developers,"Rameshwar Estate , Nr Mangalya Etate B/h Mahadev Estate , CTM - Ramol road , Ramol Ahmedabad 382449",Commercial,rameshwarestaterera@gmail.com,9099011244,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA03768/221018,Ahmedabad,22-10-2018,30-06-2022,NA
1383,Prathna Residency,Pramukh Corpoaration,"Sr No,148/2+3, Nr Kamuba party Plot, Opp-Anmol Bunglows, New Rani[ Ahmedabad 382470",Mixed Development,pramukh148@gmail.com,9824381092,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03737/191018,Ahmedabad,19-10-2018,21-09-2021,NA
1384,Hariom Sollitaire,HARIOM CONBUILDD LLP,"TF 32HARIOM AVENUE, 31/BGOVERNMENT SERVANT SOCIETY NR MUNICIPALMARKET CG ROAD , NAVRANGPURA Ahmedabad 380009",Residential/Group Housing,hariomcrystal@gmail.com,9924636878,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA03008/260618,Ahmedabad,26-06-2018,30-09-2021,NA
1385,TIRUPATI HEIGHTS,SHIVAM DEVELOPERS,"SHOP NO.4, SHREENATH HEIGHTS, OPP. GAJANAND HILLS, NEAR OM SHANTINAGAR, NEAR VATVA CANAL ROAD, NAROL Ahmedabad 382405",Mixed Development,shivamdevelopers111@gmail.com,9227259236,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03430/A1M/310820,Ahmedabad,17-09-2018,30-09-2024,NA
1386,Spandan Heights,SPANDAN ASSOCIATES,"Spandan heights, B/h Pavitra Enclave, Mansarovar To S.P Ring road, Tragad, Ahmedabad Ahmedabad 382470",Mixed Development,spandanhight@gmail.com,9824539804,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA04755/A1M/210620,Ahmedabad,28-01-2019,30-06-2022,NA
1387,AL-FALAH RESIDENCY,AL-FALAH DEVELOPERS,"AL-FALAH RESIDENCY, MAMDU MASTER’S CHAWL, B/H. NOOR MAHAL HOTEL, BAPUNAGAR Ahmedabad 380024",Residential/Group Housing,alfalahelegance2023@gmail.com,9426516896,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02221/020418,Ahmedabad,02-04-2018,30-06-2024,NA
1388,Tankar Residency-4,SMIT DEVELOPERS,"TANKAR RESIDENCY-4,B/H AMBUJA RESIDENCY VATAV,AHMEDABAD Ahmedabad 382440",Residential/Group Housing,smit.developers9@gmail.com,9426533755,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02598/080518,Ahmedabad,08-05-2018,07-02-2025,NA
1389,AMAN,Dushyant M. Pandya self and sole proprietor of M/s. Vishwanath Buildcon,"B-701, Block-B, Inceptum, Opp. Hotel Planet Landmark, Makarba Ahmedabad 380058",Residential/Group Housing,dushyantpandya1965@gmail.com,9879789034,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA01955/090318,Ahmedabad,09-03-2018,31-03-2020,NA
1390,SHILP ZAVERI,AAHNA ORGANIZERS - LLP,"204-A, SHILP-3, NEAR MANN PARTY PLOT BODKEDEV, AHMEDABAD Ahmedabad 380054",Commercial,yashgb@yahoo.co.in,9924547788,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Others/CAA02695/180518,Ahmedabad,18-05-2018,30-12-2022,NA
1391,Viraj Residency,NARNARAYAN DEVELOPERS,"Viraj Residency, Opp. Maize Product Mill Nr. Chinubhai Nagar Bus Stand, Bhuwaldi Road, Singarwa Ahmedabad 382430",Mixed Development,prakashdonga0138@gmail.com,9510075167,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA02885/EX1/100322,Ahmedabad,13-06-2018,05-10-2021,05-10-2022
1392,P V ENCLAVE,P V ENCLAVE,"P V ENCLAVE, opposite satyam house, off. sindhubhawan road,bodakdev Ahmedabad 380007",Commercial,kathanpatel2309@gmail.com,9173365588,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA06658/A1C/030322,Ahmedabad,22-01-2020,30-06-2024,NA
1393,SHALIN GLORIA,SSB INFRACORP LLP,"301, Span Trade Center, Opp. Kochrab Ashram, Paldi Ahmedabad 380007",Residential/Group Housing,ajaymodi47@gmail.com,9824020140,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02048/170318,Ahmedabad,17-03-2018,31-12-2020,NA
1394,KAVERI TRISARA,A SHRIDHAR INFRACON LLP,"A. Shridhar Corporate House, Shilaj Circle, Nr. Kaveri Sangam, S.P. Ring Road, Shilaj Ahmedabad 380058",Residential/Group Housing,rera.anantaraabode@gmail.com,9825125156,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02089/A1R/081119,Ahmedabad,20-03-2018,30-10-2021,NA
1395,Clay Walls,SAMVAAD AYANSH INFRA LLP,"GULMOHAR PARTY PLOT, OPP PALM BEACH BUNGLOWS ZYDUS HOSPITAL ROAD Ahmedabad 380054",Commercial,samvaadayansh@gmail.com,9725337371,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA02785/A1C/160519,Ahmedabad,01-06-2018,30-06-2021,NA
1396,DUTT PARISAR,GOPINATH DEVELOPERS,"A-17, AASTHA BUNGLOWS, SOLAROAD SCIENCECITY Ahmedabad 380060",Mixed Development,duttparadiserera2022@gmail.com,9825250255,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02109/220318,Ahmedabad,22-03-2018,14-06-2021,NA
1397,SHILP - THE ADDRESS,SHILP ENTERPRISE - LLP,"TERRACE, SHILP-3, NEAR MANN PARTY PLOT SINDHU BHAVAN ROAD, BODEKDEV Ahmedabad 380054",Commercial,rbn2607@yahoo.com,9825485927,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA02460/230418,Ahmedabad,23-04-2018,30-11-2020,NA
1398,SAHELI-SANNIDHYA,CHIRAG SHAH Prop. mOKSHA dEVELOPERS,"3,SUKRUT FLAT, VASANTKUNJ SOCIETY, PALDI Ahmedabad 380007",Residential/Group Housing,chirag.1969@rediffmail.com,9377063000,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03247/260718,Ahmedabad,26-07-2018,31-03-2020,NA
1399,GANESH GLORY 11,SHREE SIDDHI INFRABUILD PRIVATE LIMITED,"D-1001/1002, GANESH MERIDIAN, NR. NEW GUJ. HIGHCOURT,S.G. HIGHWAY, Ahmedabad 380060",Commercial,darshan@shreesiddhi.co.in,9825010981,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02951/A2C/EX1/200921,Ahmedabad,20-06-2018,15-11-2021,15-11-2022
1400,WHITE ELEGANCE & WHITE BUSINESS HUB,SHILP BUILDCON,"OPP. VIMAL PARK SOCIETY, NARODA DAHEGAM ROAD, NARODA Ahmedabad 382330",Mixed Development,shilpbuildcon2017@gmail.com,9913619433,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02383/160418,Ahmedabad,16-04-2018,30-06-2022,NA
1401,Mulberry Heights,Amiraj Infrastructure,"Amiraj-2, Opp. Goga Maharaj Mandir Beside Sindhu Bhavan, Thaltej Ahmedabad 380059",Mixed Development,sunny@amirajinfrastructure.com,9825411221,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03101/A1M/210521,Ahmedabad,07-07-2018,30-10-2021,NA
1402,KENS CORNER,K D DEVELOPRES,"Survy no. 470/1 common eater pump, Nr Klhar bunglows gangotri circle nikol Ahmedabad 382350",Commercial,kddevelopers2022@gmail.com,9726940111,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA11069/EX1/090523,Ahmedabad,27-12-2022,31-12-2027,31-08-2023
1403,VASHISHTH VANIJYAM,VRUNDA BUILDCON,"RADHE BUSINESS EMPIRE, SWAMINARAYAN CIRCLE , OPP. FIRE STATION, RING ROAD, ASLALI Ahmedabad 382427",Commercial,gopalshahco@gmail.com,9427854440,PR/GJ/AHMEDABAD/DASKROI/AUDA/CAA04688/EX1/210620,Ahmedabad,17-01-2019,28-02-2020,31-10-2020
1404,IMPERIAL SKYZ,KALASH BUILDCON,"Nr. Bhakti Circle, Bh. Bhaktirang Bungalow Devasya Landmark Lane, Nikol, Ahmedabad Ahmedabad 382350",Residential/Group Housing,imperialskyzrera@gmail.com,9825308442,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02594/080518,Ahmedabad,08-05-2018,30-06-2021,NA
1405,SHARNAM ELEGANCE,SHIV BUILDCON,"Sharnam Elegance Nr.Karnavati Enclave Doon School Road, New Maninagar,Ramol Ahmedabad 382449",Residential/Group Housing,sharnamelegance2018@gmail.com,9879008336,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02690/170518,Ahmedabad,17-05-2018,30-09-2023,NA
1406,YASHODHAR RESIDENCY,GANDHI PROCON,"303 3RD FLOOR, POLARIS SAPHIRE, SWASTIK SOCIETY, NAVRANGPURA, AHMEDABAD Ahmedabad 380009",Residential/Group Housing,yashodharresidency@gmail.com,9825611752,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA04081/EX1/081221,Ahmedabad,20-11-2018,30-12-2021,31-07-2022
1407,AAGMIK APPARTMENT,H.A. BUILDERS,1/D PANKAJ SOCIETY FATEHPURA PALDI AHMEDABAD Ahmedabad 380007,Residential/Group Housing,hardik_2512@yahoo.in,9376190010,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02514/260418,Ahmedabad,26-04-2018,30-05-2021,NA
1408,SUNRISE HOMES,SUNRISE BUILDCON,"SUNRISE HOMES, NR. RAINBOW HEIGHTS, NR.OM SHANTI NAGAR - I & GOLD PLUS, LAMBHA VATVA CANAL ROAD, VATVA GAM, VATVA, AHMEDABAD Ahmedabad 382440",Mixed Development,sunrisehomes7@gmail.com,9879520171,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02497/250418,Ahmedabad,25-04-2018,30-12-2022,NA
1409,SUVAS CASPIA,VRUNDAVAN CORPORATION,"NR. VED BUNGLOWS, OPP SHANTINIKETAN RESIDENCY, NIKOL, Ahmedabad 382350",Residential/Group Housing,khatri.bhavesh@yahoo.co.in,9429023236,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03052/020718,Ahmedabad,02-07-2018,30-09-2022,NA
1410,Saamarth Heaven 4,SRS CORPORATION,"Shree Rang City, Nr.Tapovan Circle, TP 44, Chandkheda, Ahmedabad 382424 Ahmedabad 382424",Residential/Group Housing,saamarth.heaven4@gmail.com,9879843640,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02608/090518,Ahmedabad,09-05-2018,30-03-2021,NA
1411,ASHRAYA AVENUE,PANNA & SONS,"7,kameshwardev Society, Opp. Kishan Bunglows, B/h Rajpath Club, Bodakdev, Ahmedabad Ahmedabad 380058",Residential/Group Housing,mohit.pearl78@gmail.com,9791097611,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05454/EX1/050722,Ahmedabad,17-05-2019,30-06-2021,30-06-2022
1412,AMBIENCE,LOGAS CORPORATION,AMBIENCE NR. NEW GIRISH COLD DRINKS OPP HONEST RESTAURANT Ahmedabad 380009,Commercial,ambiencelink@gmail.com,9824214452,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA03649/101018,Ahmedabad,10-10-2018,30-06-2022,NA
1413,Western Glory,Western Project,"SN 9 , TP 32 , Nr Satyamev Vista S.G Highaway Gota Ahmedabad 382481",Mixed Development,westerngloryrera@gmail.com,9825614200,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03102/070718,Ahmedabad,07-07-2018,30-06-2022,NA
1414,Shivam Casa,ANANTA BUILDCON,"Shivam Casa, Nikol Ahmedabad 382350",Residential/Group Housing,shivamcasa3@gmail.com,9687999638,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02520/260418,Ahmedabad,26-04-2018,30-09-2021,NA
1415,ASHTAVINAYAK ICON,BHOOMI CORPORATION,"Ashtvinayak Icon, Viratnagar Road, Nikol Ahmedabad 382415",Residential/Group Housing,ashtavinayakicon@gmail.com,9924871122,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02743/A1R/260719,Ahmedabad,30-05-2018,30-09-2025,NA
1416,MARUTI SKY,SIDDHI INFRA,"B-403, Aries Heights, B/h. Vrundavan Party Plot, Nr Suryam Flora, Niko, Ahmedabad Ahmedabad 382350",Mixed Development,marutiskyvastral@gmail.com,9998523991,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03266/270718,Ahmedabad,27-07-2018,30-09-2021,NA
1417,SAMANVAY,SAUMYA CONSTRUCTION PRIVATE LIMITED,"Nr. Anupam Cinema, Next to Ashima Mills, Shri Khandubhai Desai Marg, Khokhra, Ahmedabad Ahmedabad 380021",Commercial,siiicompliance.officer@sushrut.co.in,9909988288,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA02658/110518,Ahmedabad,11-05-2018,29-02-2020,NA
1418,JBR ARCADE,DHARA INFRASTRUCTURE,"2ND FLOOR, JBR ARCADE NR ROYAL PARTY PLOT, SCIENCE CITY ROAD Ahmedabad 380060",Commercial,ac.artnirman@gmail.com,9879208611,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA03503/260918,Ahmedabad,26-09-2018,31-01-2019,NA
1419,Silver Bunglows,V H DEVELOPERS,"Silver Park, B/s. Almadinanagar Narol-Vatva Road, Vatva Ahmedabad 382440",Residential/Group Housing,silverbunglowsvatva@gmail.com,9265959968,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA02703/A1R/EX1/151222,Ahmedabad,19-05-2018,30-09-2022,28-09-2023
1420,TULSI GALAXY (PHASE-1),UDAYRAJ CORPORATION,TULSI GALAXY OPP RAF CAMP SP RING ROAD VASTRAL Ahmedabad 382418,Mixed Development,tulsigalaxy22@gmail.com,8758480627,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02833/060618,Ahmedabad,06-06-2018,04-09-2023,NA
1421,SHREE SWAM,SWAM DEVELOPERS,19 SAHAJ PARADISE BH VOX WAGON SHOWROOM OFF S G HIGHWAY SOLA SCIENCE CITY ROAD Ahmedabad 380060,Mixed Development,swamdeveloper@gmail.com,9825019631,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02501/250418,Ahmedabad,25-04-2018,31-03-2020,NA
1422,KSHITIJ ARIA,SHILP INFRASPACES,"321, ISCON ARCADE, C.G. ROAD NAVRANGPURA Ahmedabad 380009",Commercial,shilpinfraspaces@gmail.com,9879845452,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA02619/A1C/060719,Ahmedabad,09-05-2018,30-06-2020,NA
1423,ANGEL ARCADE,JAY LAXMI DEVELOPERS,"A/24,DANEVPARK SOCIETY, PART-1, OPP MUKTIDHAM ESTATE,NIKOL-GAM ROAD Ahmedabad 382350",Commercial,angalarcade@gmail.com,9978116666,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA03633/091018,Ahmedabad,09-10-2018,30-06-2022,NA
1424,KALHAAR VILLA,KALHAAR DEVELOPERS,"Kalhaar Villa, B/h.Arpan International School, Vastral Ahmedabad 382418",Residential/Group Housing,kalhaarvilla@gmail.com,9909035582,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02768/310518,Ahmedabad,31-05-2018,30-09-2022,NA
1425,Sarang Elegance,Maharaj Infrastructure,"H-13-145, Anandnagar Appartment, Nr. Akhbarnagar, Nava Vadaj, Ahmedabad, Gujarat, 380013. Ahmedabad 380013",Mixed Development,saarangelegance@gmail.com,9825304717,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02993/250618,Ahmedabad,25-06-2018,30-09-2022,NA
1426,DHARTI SAKET HEIGHT,KRISHNA ASSOCIATES,"D-103, DHARTI 2, NR. VISHWAKARMA TEMPLE, NR. MADHAV FARM, CHANDLODIYA Ahmedabad 382481",Mixed Development,dhartisaketheight2018@gmail.com,9825072149,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02319/A1M/060120,Ahmedabad,10-04-2018,30-09-2021,NA
1427,LAXMIKUNJ RESIDENCY,SHREE ASHTAVINAYAK INFRASTRUCTURE,B/1/11 GALAXY SIGNATURE SOLA SCIENCE CITY ROAD Ahmedabad 380060,Mixed Development,infra.ashtvinayak59@gmail.com,9979889882,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA03912/011118,Ahmedabad,01-11-2018,30-09-2023,NA
1428,SAHITYA INDUSTRIAL PARK,BALAJI CORPORATION,"S/539-541, VISHALA SUPRIM, OPP. TORRENT SUBSTATION, SARDAR PATEL RING ROAD Ahmedabad 382350",Commercial,jtclientstrust@gmail.com,7600003272,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA03691/151018,Ahmedabad,15-10-2018,30-12-2021,NA
1429,PALLADIAN,R Sheladia Builders,"5TH FLOOR HOTEL PAGEONE SANDESH PRESS ROAD, VASTRAPUR Ahmedabad 380015",Residential/Group Housing,akshay.rsheladia@gmail.com,9724497644,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02924/140618,Ahmedabad,14-06-2018,30-06-2023,NA
1430,RE-XI,RAIVAT PROJECTS LLP,"1047/2, Paki, Nr. Sankalp Iconic Tower, Opp. P.S.P. House Ambli BRTS Road Ahmedabad 380058",Commercial,rera@ratnagroup.co.in,9427022214,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA03185/A1C/070219,Ahmedabad,19-07-2018,30-09-2020,NA
1431,DEVKUNJ,Devkunj Infra Pvt Ltd,"8 Shrestha Bunglows Opp Shyampuja 3 , Nr Swaraj Bunglows, Motera Ahmedabad 380005",Residential/Group Housing,devkunjrera@gmail.com,8160994287,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03686/151018,Ahmedabad,15-10-2018,30-06-2023,NA
1432,MERLIN ORION,MERLIN BUILDCON GUJARAT LLP,904 INDRAPRASTH CORPORATE ANAND NAGAR ROAD PRAHLADNAGAR Ahmedabad 380015,Residential/Group Housing,purchase_ahd@merlinprojects.com,8758177755,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02782/010618,Ahmedabad,01-06-2018,30-09-2022,NA
1433,Avichal Galaxy,Avichal Projects LLP,"4/A,Ketan Society Opp B.D. Patel House,Post Navjivan Ahmedabad 380014",Commercial,ketan@avichalprojects.com,9825628947,PR/GJ/AHMEDABAD/SANAND/AUDA/CAA03652/EX2/241219,Ahmedabad,10-10-2018,31-03-2019,31-03-2020
1434,NAVRATNA CORPORATE PARK (NCP),NAVRATNA BUILDSPACE LLP,"NAVRATNA HOUSE, NAVRATNA BUSINESS PARK, OPPOSITE ARMIEDA SPA, SINDHU BHAWAN ROAD, Ahmedabad 380059",Commercial,rerancp@navratna.com,9377115900,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA02348/120418,Ahmedabad,12-04-2018,30-03-2023,NA
1435,SHREEDHAR PARIVAAR,SHREEJI DEVELOPERS,"Shreedhar Industrial Park, F. P. No. 56 Opp. Simla Motors, Near Shreenathji Estate, S. P. Ring Road, New Nikol, Ahmedabad - Ahmedabad 382350",Mixed Development,shreedharparivaar@gmail.com,9924318400,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03021/280618,Ahmedabad,28-06-2018,30-06-2024,NA
1436,Hir-Asha Square,MAURYA CORPORATION,"61, GROUND FLOOR ,SHUKAN MALL, SCIENCE CITY ROAD, SOLA, AHMEDABAD. Ahmedabad 380060",Commercial,rikin23788@yahoo.com,9898445556,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA03416/140918,Ahmedabad,14-09-2018,31-01-2022,NA
1437,OMKAR PLAZA,LAKSH DEVELOPERS,"OMKAR PLAZA, SUKAN CROSS ROAD TO BHAKATI CIRCLE ROAD NEAR RASPAN CROSS ROAD, NIKOL Ahmedabad 382350",Commercial,casanjay.sojitra@gmail.com,9825047003,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA03250/260718,Ahmedabad,26-07-2018,31-12-2019,NA
1438,KALA SIDDHI,SHARADKANAIYALALSHAH,"4, R.K. PARK, OPP SHARDDHA SCHOOL, JODHPUR, SATELLITE Ahmedabad 380015",Mixed Development,kalasamartheshwar2020@gmail.com,9426001681,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05856/070819,Ahmedabad,07-08-2019,30-12-2023,NA
1439,Arvind Aavishkaar,ARVIND SMARTSPACES LIMITED,"24, Government Servant's Society, Nr. Municipal Market, Off C. G. Road, Navrangpura, Ahmedabad Ahmedabad 380009",Residential/Group Housing,rera.uplandstwo@arvindinfra.com,9737370120,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02798/A1R/110219,Ahmedabad,02-06-2018,20-09-2023,NA
1440,SHREEDHAR HEIGHTS,SHRINAND BUILDCON,"1, SHREEDHAR BUNGALOWS, OPP. GRAND BHAGWATI HOTEL, S. G. HIGHWAY, BODAKDEV, AHMEDABAD. Ahmedabad 380059",Mixed Development,shrinand.buildcon@gmail.com,9879551073,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03233/240718,Ahmedabad,24-07-2018,30-06-2023,NA
1441,NETRA HEIGHTS,NETRA DEVELOPERS,"NEAR GANGOTRI CIRCLE, NR SAFFRON FLAT OPPOSITE SKYLINE, NIKOL Ahmedabad 382350",Mixed Development,netraheights@gmail.com,9624444767,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA04829/120219,Ahmedabad,12-02-2019,30-06-2021,NA
1442,Sahajanand Heliconiya,Shree Hari Infrastructure,"Sahajanand Heliconiya, Opp. Swad Ganthiya Rath, T P. No. 75, F P. No. 28, Chandkheda, Ahmedabad - 382424 Ahmedabad 382424",Residential/Group Housing,shreehariinfrastructure11@gmail.com,9712905656,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02870/080618,Ahmedabad,08-06-2018,30-06-2023,NA
1443,SAHITYA RESIDENCY,SHRI HARI DEVELOPERS,"SAHITYA ELENZA, BEHIND GANESH ICON NEAR DAHEGAM CIRCLE, MUTHIYA Ahmedabad 382330",Mixed Development,elenza.ac@gmail.com,9374650405,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03304/A1M/300719,Ahmedabad,31-07-2018,30-09-2021,NA
1444,STATUS ELYSIUM,STATUS BUILDCON LLP,"STATUS ELYSIUM, NEAR WESTERN HEIGHTS VISHNUDHARA CIRCLE, GOTA CROSS ROADS, JAGATPUR, AHMEDABAD Ahmedabad 382470",Mixed Development,statusbuildcon10072017@gmail.com,9909087505,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02963/210618,Ahmedabad,21-06-2018,30-10-2021,NA
1445,SATYAM VILLA,SADBHAV CORPORATION,"A-48, SHREEDHAR BUNGLOWS, NIKOL Ahmedabad 382350",Residential/Group Housing,kakachhadiya@gmail.com,9727748722,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02561/050518,Ahmedabad,05-05-2018,31-12-2021,NA
1446,RUDRA FLORA,SHIVAM CORPORATION,25 RAMANNAGAR SOCIETY OPP SWAMINARAYAN MANDIR GALI MANINAGAR Ahmedabad 380008,Residential/Group Housing,rudraflora3bhk@gmail.com,8905801804,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03568/031018,Ahmedabad,03-10-2018,31-03-2020,NA
1447,SOLITAIRE RESIDE,Tirupati Developers,"101, 1st floor, Chinubhai centre Besides Patang hotel, Asharam Road Ahmedabad 380009",Residential/Group Housing,mstirupatideveloper@gmail.com,9725487278,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03016/260618,Ahmedabad,26-06-2018,30-12-2020,NA
1448,RAGHUVIR INDUSTRIAL ESTATE - 2,ASTAPAD CORPORATION,"Raghuvir Industrial Estate-3, S.L.M.Coumpound, Vatva Road, Vatva Ahmedabad 382445",Commercial,raghuvirestate.3@gmail.com,9979853111,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA03884/291018,Ahmedabad,29-10-2018,30-06-2024,NA
1449,RAGHUVIR INDUSTRIAL ESTATE-3,ASTAPAD CORPORATION,"Raghuvir Industrial Estate-3, S.L.M.Coumpound, Vatva Road, Vatva Ahmedabad 382445",Commercial,raghuvirestate.3@gmail.com,9979853111,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA03982/061118,Ahmedabad,06-11-2018,30-06-2024,NA
1450,RHYTHM PLAZA,PANTHI BUILDCON,"RHYDHAM PLAZA OPP SHREEDHAR FLORA, AMAR JAVAN CIRCLE Ahmedabad 382350",Commercial,panthibuildcon@gmail.com,9586529109,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA03549/290918,Ahmedabad,29-09-2018,30-09-2021,NA
1451,SAWERA GRAND,SHIV BUILDCON,"B/h. Madhuvan Green Party Plot, Nr Vedant International School, D-Mart-Haridarshan Road, Nikol, Ahmedabad 382350",Mixed Development,saweragrand2018@gmail.com,9586832294,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03856/291018,Ahmedabad,29-10-2018,30-09-2022,NA
1452,Siddhi Vinayak Arcade Block B,SERVASHANTI PROPERTIES PVT LTD,"A/114 Siddhi Vinayak Towers B/h DCP Office, Off S.G. Highway, Makarba Ahmedabad 380051",Commercial,servashanti@gmail.com,9909944361,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA04431/201218,Ahmedabad,20-12-2018,30-03-2021,NA
1453,DEVISHYAM SQUARE,Maruti Developers,"1, GROUND FLOOR, DEVI SHYAM COMPLEX, GORDHANNAGAR SOCIETY JUNA DHOR BAZAR, KANKARIA ROAD, AHMEDABAD Ahmedabad 380008",Residential/Group Housing,rera.maruti@gmail.com,9265713837,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA06368/211119,Ahmedabad,21-11-2019,30-06-2025,NA
1454,SARVESH,BAKERI PROJECTS PRIVATE LIMITED,"SANSKRUT BUILDING, NR. OLD HIGH COURT ROAD, ASHRAM ROAD Ahmedabad 380009",Mixed Development,accgen@bakeri.com,9426385946,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02589/A1M/090119,Ahmedabad,08-05-2018,28-08-2023,NA
